Action_0,Old0,Old1,Old2,Observation_0,Observation_1,Observation_2,Done,Reward
-0.1872859,-0.6911838,0.722679,5.206517,-0.86699873,0.49831036,5.7204337,False,-8.1580105
-0.39576307,-0.86699873,0.49831036,5.7204337,-0.9759174,0.21814045,6.034802,False,-10.136599
0.80110615,-0.9759174,0.21814045,6.034802,-0.99539363,-0.095872596,6.318573,False,-12.178763
-0.5056161,-0.99539363,-0.095872596,6.318573,-0.91927516,-0.39361557,6.170826,False,-13.268204
1.1376234,-0.91927516,-0.39361557,6.170826,-0.7603957,-0.64946014,6.046258,False,-11.300544
0.69366616,-0.7603957,-0.64946014,6.046258,-0.5486607,-0.83604515,5.663213,False,-9.584059
0.15545678,-0.5486607,-0.83604515,5.663213,-0.3219481,-0.9467573,5.0594974,False,-7.8364244
1.3993931,-0.3219481,-0.9467573,5.0594974,-0.09965396,-0.9950222,4.5593386,False,-6.166426
-0.4901977,-0.09965396,-0.9950222,4.5593386,0.08704696,-0.9962042,3.7395422,False,-4.8699565
-1.127152,0.08704696,-0.9962042,3.7395422,0.22634436,-0.97404736,2.8233163,False,-3.600873
-0.11046396,0.22634436,-0.97404736,2.8233163,0.32606092,-0.94534874,2.0762112,False,-2.5993583
0.614925,0.32606092,-0.94534874,2.0762112,0.3941158,-0.91906077,1.4594383,False,-1.9657294
0.8866096,0.3941158,-0.91906077,1.4594383,0.4352015,-0.9003331,0.90313417,False,-1.5726168
0.3965071,0.4352015,-0.9003331,0.90313417,0.44809216,-0.89398736,0.28736037,False,-1.3373193
0.031420425,0.44809216,-0.89398736,0.28736037,0.43109792,-0.9023051,-0.37841707,False,-1.2318621
-1.3211192,0.43109792,-0.9023051,-0.37841707,0.37374538,-0.92753136,-1.2533138,False,-1.2818861
1.2293957,0.37374538,-0.92753136,-1.2533138,0.29056382,-0.9568556,-1.764553,False,-1.5693481
-0.04981205,0.29056382,-0.9568556,-1.764553,0.16951047,-0.9855284,-2.4896665,False,-1.9394928
1.8362075,0.16951047,-0.9855284,-2.4896665,0.02266214,-0.99974316,-2.9533815,False,-2.5845132
0.20923254,0.02266214,-0.99974316,-2.9533815,-0.16023263,-0.98707926,-3.671804,False,-3.2690034
-0.4203521,-0.16023263,-0.98707926,-3.671804,-0.37526676,-0.92691684,-4.4751663,False,-4.347256
0.4989452,-0.37526676,-0.92691684,-4.4751663,-0.5967623,-0.8024181,-5.0955124,False,-5.826865
0.18372065,-0.5967623,-0.8024181,-5.0955124,-0.7973844,-0.6034718,-5.669768,False,-7.4816937
-0.3589838,-0.7973844,-0.6034718,-5.669768,-0.94307536,-0.3325791,-6.1762195,False,-9.43352
-2.1510212,-0.94307536,-0.3325791,-6.1762195,-0.9999962,-0.0027542952,-6.7256536,False,-11.672888
1.2058486,-0.9999962,-0.0027542952,-6.7256536,-0.9477823,0.31891808,-6.546842,False,-14.377204
1.6199458,-0.9477823,0.31891808,-6.546842,-0.8093094,0.5873826,-6.0646615,False,-12.224256
-0.37855506,-0.8093094,0.5873826,-6.0646615,-0.61227125,0.7906478,-5.6809077,False,-9.997204
0.40361834,-0.61227125,0.7906478,-5.6809077,-0.39637128,0.91809034,-5.027379,False,-8.199113
0.098297395,-0.39637128,0.91809034,-5.027379,-0.19019194,0.9817469,-4.3240666,False,-6.4413624
0.5588048,-0.19019194,0.9817469,-4.3240666,-0.016160185,0.9998694,-3.5039358,False,-4.9752536
-1.3493586,-0.016160185,0.9998694,-3.5039358,0.13128096,0.9913452,-2.9564376,False,-3.7480104
-0.077942945,0.13128096,0.9913452,-2.9564376,0.24051072,0.9706465,-2.22462,False,-2.9451687
0.6467293,0.24051072,0.9706465,-2.22462,0.30779374,0.9514531,-1.3996258,False,-2.258642
-0.10436112,0.30779374,0.9514531,-1.3996258,0.3409787,0.940071,-0.70169014,False,-1.7782761
-1.643213,0.3409787,0.940071,-0.70169014,0.35238066,0.93585676,-0.24311885,False,-1.5472714
0.6166557,0.35238066,0.93585676,-0.24311885,0.32645452,0.9452129,0.55127203,False,-1.4720434
0.9122352,0.32645452,0.9452129,0.55127203,0.25968823,0.9656925,1.397017,False,-1.564476
0.5405112,0.25968823,0.9656925,1.397017,0.15198982,0.98838204,2.202363,False,-1.9065759
0.39675158,0.15198982,0.98838204,2.202363,0.002423002,0.9999971,3.0031624,False,-2.4965315
1.986502,0.002423002,0.9999971,3.0031624,-0.19880038,0.98004,4.0511355,False,-3.36564
0.4149668,-0.19880038,0.98004,4.0511355,-0.42824894,0.90366083,4.8484106,False,-4.7775354
-0.1776147,-0.42824894,0.90366083,4.8484106,-0.65752566,0.75343215,5.499514,False,-6.4043217
0.9223412,-0.65752566,0.75343215,5.499514,-0.85610074,0.516809,6.2029395,False,-8.261755
1.4451804,-0.85610074,0.516809,6.2029395,-0.9795159,0.20136692,6.8073235,False,-10.601798
0.35599425,-0.9795159,0.20136692,6.8073235,-0.9890924,-0.14729625,7.011748,False,-13.270868
0.14537589,-0.9890924,-0.14729625,7.011748,-0.8804488,-0.4741412,6.923082,False,-13.879071
0.35360643,-0.8804488,-0.4741412,6.923082,-0.67854655,-0.73455745,6.620517,False,-11.802839
0.91756505,-0.67854655,-0.73455745,6.620517,-0.4217917,-0.90669274,6.2072334,False,-9.750503
1.760283,-0.4217917,-0.90669274,6.2072334,-0.14534117,-0.9893816,5.7912564,False,-7.8809805
-0.5227398,-0.14534117,-0.9893816,5.7912564,0.10250226,-0.9947328,4.9708095,False,-6.301039
1.281856,0.10250226,-0.9947328,4.9708095,0.31791964,-0.9481177,4.4170384,False,-4.627897
-0.9679547,0.31791964,-0.9481177,4.4170384,0.48080462,-0.8768278,3.560757,False,-3.5076232
0.65828013,0.48080462,-0.8768278,3.560757,0.606512,-0.79507434,3.001878,False,-2.4115736
-1.2133229,0.606512,-0.79507434,3.001878,0.69098085,-0.7228731,2.2235737,False,-1.7474003
0.9342929,0.69098085,-0.7228731,2.2235737,0.75386393,-0.6570306,1.8215628,False,-1.1480861
-0.35672873,0.75386393,-0.6570306,1.8215628,0.7941985,-0.60765845,1.2752805,False,-0.84584385
1.2002304,0.7941985,-0.60765845,1.2752805,0.8235642,-0.56722313,0.9995712,False,-0.5906257
-1.6521183,0.8235642,-0.56722313,0.9995712,0.83270943,-0.5537102,0.3263361,False,-0.46641025
1.7345238,0.83270943,-0.5537102,0.3263361,0.8374195,-0.5465607,0.17123197,False,-0.35800785
0.39374393,0.8374195,-0.5465607,0.17123197,0.83247703,-0.5540596,-0.17962702,False,-0.33746254
0.023968138,0.83247703,-0.5540596,-0.17962702,0.81572694,-0.5784372,-0.5915765,False,-0.34806955
1.6050404,0.81572694,-0.5784372,-0.5915765,0.7924116,-0.6099867,-0.7846484,False,-0.41802946
1.0312346,0.7924116,-0.6099867,-0.7846484,0.75809026,-0.6521497,-1.0874534,False,-0.4930248
-1.630387,0.75809026,-0.6521497,-1.0874534,0.6956493,-0.7183816,-1.8211237,False,-0.62560606
-0.76382613,0.6956493,-0.7183816,-1.8211237,0.6016773,-0.7987393,-2.4744837,False,-0.9745914
-0.9072737,0.6016773,-0.7987393,-2.4744837,0.46631268,-0.88462,-3.2096293,False,-1.4691194
-0.56587875,0.46631268,-0.88462,-3.2096293,0.2832863,-0.9590354,-3.957976,False,-2.2091897
-0.062707506,0.2832863,-0.9590354,-3.957976,0.05286137,-0.99860185,-4.686659,False,-3.2141318
-1.1392595,0.05286137,-0.99860185,-4.686659,-0.22548313,-0.9742471,-5.606499,False,-4.5018263
0.22107802,-0.22548313,-0.9742471,-5.606499,-0.5163987,-0.8563483,-6.304023,False,-6.3769817
0.6779112,-0.5163987,-0.8563483,-6.304023,-0.77383274,-0.63339007,-6.8445973,False,-8.441146
1.5762653,-0.77383274,-0.63339007,-6.8445973,-0.94546854,-0.32571343,-7.0832,False,-10.717635
-0.44830337,-0.94546854,-0.32571343,-7.0832,-0.9992792,0.037961096,-7.3947306,False,-12.912499
-0.4387968,-0.9992792,0.037961096,-7.3947306,-0.9172905,0.39821875,-7.4320793,False,-15.10087
-0.3304694,-0.9172905,0.39821875,-7.4320793,-0.71879876,0.6952182,-7.182986,False,-12.987617
0.93750566,-0.71879876,0.6952182,-7.182986,-0.45825016,0.8888233,-6.5209465,False,-10.790916
-0.19935545,-0.45825016,0.8888233,-6.5209465,-0.18081385,0.98351735,-5.8842325,False,-8.441794
-0.93420446,-0.18081385,0.98351735,-5.8842325,0.082428716,0.996597,-5.286725,False,-6.534935
0.04460788,0.082428716,0.996597,-5.286725,0.3042506,0.952592,-4.532586,False,-5.0099072
-0.6089317,0.3042506,0.952592,-4.532586,0.48347977,0.87535554,-3.9094818,False,-3.6465514
2.1730344,0.48347977,0.87535554,-3.9094818,0.60699505,0.7947056,-2.952965,False,-2.6691253
-1.9545962,0.60699505,0.7947056,-2.952965,0.7066696,0.7075437,-2.6501253,False,-1.7195044
-0.36763296,0.7066696,0.7075437,-2.6501253,0.7792767,0.62668,-2.1746125,False,-1.3202732
0.3879163,0.7792767,0.62668,-2.1746125,0.8281683,0.56047964,-1.646415,False,-0.93176
-1.2907648,0.8281683,0.56047964,-1.646415,0.86583406,0.5003313,-1.41967,False,-0.6267173
-0.33592254,0.86583406,0.5003313,-1.41967,0.89191186,0.45220932,-1.0948099,False,-0.47621554
2.0390093,0.89191186,0.45220932,-1.0948099,0.901982,0.4317736,-0.4556529,False,-0.3440479
-0.5315133,0.901982,0.4317736,-0.4556529,0.90649855,0.42220894,-0.2115497,False,-0.2203693
-0.8653103,0.90649855,0.42220894,-0.2115497,0.9070191,0.42108956,-0.02468954,False,-0.19521604
0.099820785,0.9070191,0.42108956,-0.02468954,0.9004683,0.43492168,0.30610073,False,-0.18898839
-1.2396877,0.9004683,0.43492168,0.30610073,0.89053875,0.4549074,0.44633883,False,-0.21336286
0.23680308,0.89053875,0.4549074,0.44633883,0.8710697,0.49115938,0.8230398,False,-0.2430153
0.4100777,0.8710697,0.49115938,0.8230398,0.83861196,0.5447293,1.252921,False,-0.33150807
0.05601228,0.83861196,0.5447293,1.252921,0.7902621,0.612769,1.6698698,False,-0.48883656
-0.4251438,0.7902621,0.612769,1.6698698,0.72287416,0.6909797,2.065675,False,-0.71404624
0.4298195,0.72287416,0.6909797,2.065675,0.62531394,0.78037333,2.6483827,False,-1.008816
-0.92648077,0.62531394,0.78037333,2.6483827,0.49757355,0.8674218,3.0946906,False,-1.5037464
2.6719475,0.49757355,0.8674218,3.0946906,0.3131769,0.9496948,4.0452566,False,-2.0642047
-0.40370044,0.3131769,0.9496948,4.0452566,0.08359008,0.99650025,4.696973,False,-3.2047281
-1.1064744,0.08359008,0.99650025,4.696973,-0.17925698,0.98380226,5.278377,False,-4.418872
-0.6102369,-0.17925698,0.98380226,5.278377,-0.45864153,0.8886214,5.924693,False,-5.852596
1.0334544,-0.45864153,0.8886214,5.924693,-0.72688466,0.6867596,6.746177,False,-7.7025504
-0.0070867706,-0.72688466,0.6867596,6.746177,-0.9233762,0.3838964,7.260184,False,-10.23727
0.95503116,-0.9233762,0.3838964,7.260184,-0.9999554,0.009444247,7.691361,False,-12.821136
-2.0008383,-0.9999554,0.009444247,7.691361,-0.93572843,-0.35272133,7.398444,False,-15.730055
-1.5460453,-0.93572843,-0.35272133,7.398444,-0.7612371,-0.6484737,6.9019966,False,-13.210688
0.88076544,-0.7612371,-0.6484737,6.9019966,-0.51227427,-0.8588219,6.547756,False,-10.698702
-1.9247416,-0.51227427,-0.8588219,6.547756,-0.25426182,-0.9671354,5.6149287,False,-8.737327
0.80471456,-0.25426182,-0.9671354,5.6149287,-0.0065702796,-0.9999784,5.0102844,False,-6.4945393
-1.25869,-0.0065702796,-0.9999784,5.0102844,0.19573249,-0.98065734,4.071497,False,-4.999966
1.6529169,0.19573249,-0.98065734,4.071497,0.3673904,-0.9300668,3.5839415,False,-3.547745
1.1213808,0.3673904,-0.9300668,3.5839415,0.50461125,-0.8633467,3.0545983,False,-2.7127774
-0.2792116,0.50461125,-0.8633467,3.0545983,0.6029486,-0.79778004,2.3652065,False,-2.018617
-1.1186962,0.6029486,-0.79778004,2.3652065,0.6647396,-0.7470752,1.599067,False,-1.4137164
-0.02046798,0.6647396,-0.7470752,1.599067,0.70251817,-0.71166587,1.0356903,False,-0.967449
2.8294256,0.70251817,-0.71166587,1.0356903,0.7304817,-0.6829323,0.8019409,False,-0.738318
-0.3826949,0.7304817,-0.6829323,0.8019409,0.73836565,-0.6744007,0.23233742,False,-0.6296145
0.5058156,0.73836565,-0.6744007,0.23233742,0.7316669,-0.6816624,-0.1975908,False,-0.5534798
-0.09329942,0.7316669,-0.6816624,-0.1975908,0.7065582,-0.70765495,-0.72283256,False,-0.5664619
-0.1755341,0.7065582,-0.70765495,-0.72283256,0.65985614,-0.75139195,-1.2799039,False,-0.6703492
-0.36361295,0.65985614,-0.75139195,-1.2799039,0.5856872,-0.81053716,-1.8979897,False,-0.8867356
-0.7790153,0.5856872,-0.81053716,-1.8979897,0.47467107,-0.88016325,-2.622745,False,-1.253998
-0.71785015,0.47467107,-0.88016325,-2.622745,0.3193687,-0.9476305,-3.390545,False,-1.8466147
-0.16248393,0.3193687,-0.9476305,-3.390545,0.11850199,-0.99295384,-4.1256404,False,-2.7014577
0.630617,0.11850199,-0.99295384,-4.1256404,-0.11971918,-0.9928078,-4.775763,False,-3.8108368
-1.0649748,-0.11971918,-0.9928078,-4.775763,-0.3931111,-0.919491,-5.680115,False,-5.140743
0.16743515,-0.3931111,-0.919491,-5.680115,-0.66031915,-0.75098515,-6.3446183,False,-7.12627
-0.6351501,-0.66031915,-0.75098515,-6.3446183,-0.87787193,-0.47889555,-7.0031295,False,-9.279269
-0.21397041,-0.87787193,-0.47889555,-7.0031295,-0.9916038,-0.1293133,-7.394397,False,-11.8856325
1.6961389,-0.9916038,-0.1293133,-7.394397,-0.973169,0.23009148,-7.236961,False,-14.542228
-0.9627667,-0.973169,0.23009148,-7.236961,-0.82948464,0.5585295,-7.2088075,False,-13.70302
0.08856336,-0.82948464,0.5585295,-7.2088075,-0.5966765,0.8024819,-6.7766256,False,-11.694002
0.30813962,-0.5966765,0.8024819,-6.7766256,-0.3268097,0.9450902,-6.1285434,False,-9.477121
1.3286277,-0.3268097,0.9450902,-6.1285434,-0.0718424,0.997416,-5.220432,False,-7.3818274
1.8407137,-0.0718424,0.997416,-5.220432,0.13747205,0.99050564,-4.1962624,False,-5.427144
-0.42929733,0.13747205,0.99050564,-4.1962624,0.30867308,0.9511682,-3.5177777,False,-3.814212
0.523011,0.30867308,0.9511682,-3.5177777,0.4350512,0.9004057,-2.7259498,False,-2.8177955
0.45438907,0.4350512,0.9004057,-2.7259498,0.5220216,0.8529323,-1.9824872,False,-1.9992577
-0.21017699,0.5220216,0.8529323,-1.9824872,0.5793534,0.8150765,-1.3743145,False,-1.4366896
0.45600605,0.5793534,0.8150765,-1.3743145,0.60730624,0.79446787,-0.6946063,False,-1.0970261
1.8320227,0.60730624,0.79446787,-0.6946063,0.6002895,0.7997828,0.17604798,False,-0.89456797
1.0441383,0.6002895,0.7997828,0.17604798,0.5623606,0.82689214,0.93250585,False,-0.8633944
0.6514067,0.5623606,0.82689214,0.93250585,0.4922898,0.87043136,1.650386,False,-1.0351976
0.5693327,0.4922898,0.87043136,1.650386,0.38507408,0.92288566,2.3886094,False,-1.3880017
0.12368993,0.38507408,0.92288566,2.3886094,0.2380151,0.97126144,3.099327,False,-1.9523804
-1.6691821,0.2380151,0.97126144,3.099327,0.0614132,0.99811244,3.577396,False,-2.7335317
0.24483211,0.0614132,0.99811244,3.577396,-0.15604307,0.98775023,4.362705,False,-3.5579565
-0.66504157,-0.15604307,0.98775023,4.362705,-0.39573812,0.9183634,5.003762,False,-4.8879485
0.91918695,-0.39573812,0.9183634,5.003762,-0.6429871,0.76587707,5.8304124,False,-6.415779
-1.180684,-0.6429871,0.76587707,5.8304124,-0.8467137,0.53204876,6.2277174,False,-8.54998
-0.8952271,-0.8467137,0.53204876,6.2277174,-0.97218865,0.23419921,6.49247,False,-10.538611
-0.28091064,-0.97218865,0.23419921,6.49247,-0.99549997,-0.09476187,6.6259828,False,-12.655471
0.8598141,-0.99549997,-0.09476187,6.6259828,-0.9093412,-0.41605115,6.6838837,False,-13.673413
-0.05187511,-0.9093412,-0.41605115,6.6838837,-0.7335255,-0.6796619,6.364064,False,-11.825057
-0.25571704,-0.7335255,-0.6796619,6.364064,-0.5078583,-0.86144066,5.8159604,False,-9.782827
0.70881367,-0.5078583,-0.86144066,5.8159604,-0.26565817,-0.9640673,5.276202,False,-7.807725
2.2165802,-0.26565817,-0.9640673,5.276202,-0.026225885,-0.999656,4.853152,False,-6.172264
0.8845112,-0.026225885,-0.999656,4.853152,0.18451218,-0.9828302,4.2360864,False,-4.9065804
0.36704212,0.18451218,-0.9828302,4.2360864,0.35533878,-0.93473756,3.55402,False,-3.713414
-1.1949028,0.35533878,-0.93473756,3.55402,0.47675812,-0.8790345,2.6737313,False,-2.7226377
1.1546768,0.47675812,-0.8790345,2.6737313,0.5698684,-0.82173604,2.1876569,False,-1.869336
-0.01757142,0.5698684,-0.82173604,2.1876569,0.63250387,-0.77455723,1.5687191,False,-1.4087505
-0.97833747,0.63250387,-0.77455723,1.5687191,0.6645073,-0.7472818,0.84105057,False,-1.032068
0.56547564,0.6645073,-0.7472818,0.84105057,0.67804885,-0.7350169,0.36541054,False,-0.7833282
-0.15004866,0.67804885,-0.7350169,0.36541054,0.67035484,-0.74204075,-0.20835945,False,-0.69514143
0.3153715,0.67035484,-0.74204075,-0.20835945,0.64330536,-0.76560974,-0.71758425,False,-0.70351976
-1.5950667,0.64330536,-0.76560974,-0.71758425,0.58286923,-0.812566,-1.5310516,False,-0.8144009
-0.20676929,0.58286923,-0.812566,-1.5310516,0.49138644,-0.87094164,-2.1714916,False,-1.1341846
0.5016978,0.49138644,-0.87094164,-2.1714916,0.36739704,-0.9300642,-2.7494433,False,-1.589283
-0.6117128,0.36739704,-0.9300642,-2.7494433,0.19795503,-0.9802111,-3.5387483,False,-2.1833582
-0.33633545,0.19795503,-0.9802111,-3.5387483,-0.016945971,-0.9998564,-4.324357,False,-3.133468
0.6991651,-0.016945971,-0.9998564,-4.324357,-0.26231042,-0.9649835,-4.9693747,False,-4.391423
-0.999548,-0.26231042,-0.9649835,-4.9693747,-0.52912414,-0.8485444,-5.8430443,False,-5.8421435
-0.62742114,-0.52912414,-0.8485444,-5.8430443,-0.7747038,-0.6323244,-6.573566,False,-7.9444475
1.1744032,-0.7747038,-0.6323244,-6.573566,-0.94243157,-0.33439904,-6.871649,False,-10.359615
0.4308905,-0.94243157,-0.33439904,-6.871649,-0.9999289,0.011922943,-7.0578146,False,-12.565642
-1.3599505,-0.9999289,0.011922943,-7.0578146,-0.9306663,0.36586908,-7.252865,False,-14.777955
0.12233763,-0.9306663,0.36586908,-7.252865,-0.7501073,0.66131616,-6.9601126,False,-12.916855
-1.2262335,-0.7501073,0.66131616,-6.9601126,-0.49324954,0.8698879,-6.6480603,False,-10.697483
0.69985765,-0.49324954,0.8698879,-6.6480603,-0.21948652,0.97561556,-5.890666,False,-8.774134
-1.3775705,-0.21948652,0.97561556,-5.890666,0.04697413,0.9988961,-5.36559,False,-6.6834593
0.9442914,0.04697413,0.9988961,-5.36559,0.267435,0.9635759,-4.4747744,False,-5.201829
1.5562181,0.267435,0.9635759,-4.4747744,0.43195844,0.9018935,-3.5186598,False,-3.6949546
-0.07141597,0.43195844,0.9018935,-3.5186598,0.55578816,0.831324,-2.852952,False,-2.5017774
0.8659973,0.55578816,0.831324,-2.852952,0.63983893,0.76850903,-2.0995593,False,-1.7779974
-0.9425784,0.63983893,0.76850903,-2.0995593,0.701512,0.7126577,-1.6645643,False,-1.2099688
1.5228044,0.701512,0.7126577,-1.6645643,0.7329168,0.68031836,-0.90165037,False,-0.9086886
-0.66153556,0.7329168,0.68031836,-0.90165037,0.74938416,0.6621355,-0.49064195,False,-0.6415335
1.2936409,0.74938416,0.6621355,-0.49064195,0.74272525,0.6695963,0.20000583,False,-0.54943717
-0.3507374,0.74272525,0.6695963,0.20000583,0.7205891,0.69336236,0.6495924,False,-0.54238796
-0.12920314,0.7205891,0.69336236,0.6495924,0.67954326,0.7336354,1.1502337,False,-0.6291915
-0.35741434,0.67954326,0.7336354,1.1502337,0.5812559,-0.8137208,0.8251393,True,-0.81084126
-0.71897477,0.5812559,-0.8137208,0.8251393,0.5856011,-0.81059945,0.10700244,False,-0.9721003
-0.18594684,0.5856011,-0.81059945,0.10700244,0.5639651,-0.8257987,-0.5288392,False,-0.8945352
-0.18929073,0.5639651,-0.8257987,-0.5288392,0.5144365,-0.8575285,-1.1765819,False,-0.9720425
1.6902491,0.5144365,-0.8575285,-1.1765819,0.4457759,-0.8951446,-1.5661908,False,-1.2031101
0.8026232,0.4457759,-0.8951446,-1.5661908,0.34869948,-0.9372346,-2.1171558,False,-1.475278
0.27351284,0.34869948,-0.9372346,-2.1171558,0.21552594,-0.9764981,-2.7790549,False,-1.923595
0.75495565,0.21552594,-0.9764981,-2.7790549,0.047303498,-0.99888057,-3.3981853,False,-2.6050253
-1.4397768,0.047303498,-0.99888057,-3.3981853,-0.17001459,-0.98544157,-4.3633122,False,-3.4778159
0.38724,-0.17001459,-0.98544157,-4.3633122,-0.41055244,-0.911837,-5.044307,False,-4.937312
-0.254921,-0.41055244,-0.911837,-5.044307,-0.65288055,-0.7574609,-5.766423,False,-6.520031
0.70996803,-0.65288055,-0.7574609,-5.766423,-0.85356086,-0.5209932,-6.2280235,False,-8.534002
1.1915632,-0.85356086,-0.5209932,-6.2280235,-0.9745678,-0.22409311,-6.440034,False,-10.606897
-1.622979,-0.9745678,-0.22409311,-6.440034,-0.99321395,0.11630129,-6.8515506,False,-12.650646
0.9362053,-0.99321395,0.11630129,-6.8515506,-0.9014193,0.4329472,-6.6238937,False,-13.846042
-0.49731147,-0.9014193,0.4329472,-6.6238937,-0.7203783,0.6935814,-6.3737803,False,-11.644581
-0.86019665,-0.7203783,0.6935814,-6.3737803,-0.48399657,0.8750699,-5.9826236,False,-9.704557
-1.4886155,-0.48399657,0.8750699,-5.9826236,-0.22577208,0.97418016,-5.5496135,False,-7.8912234
1.2448517,-0.22577208,0.97418016,-5.5496135,0.003877165,0.9999925,-4.632251,False,-6.3160872
-0.1201244,0.003877165,0.9999925,-4.632251,0.19758202,0.98028636,-3.900275,False,-4.6010256
-0.23261708,0.19758202,0.98028636,-3.900275,0.35123345,0.93628794,-3.1999528,False,-3.4033935
-0.8612806,0.35123345,0.93628794,-3.1999528,0.47083268,0.88222253,-2.6269288,False,-2.4934342
-0.16123496,0.47083268,0.88222253,-2.6269288,0.5561175,0.83110374,-1.9894471,False,-1.8577155
0.22798598,0.5561175,0.83110374,-1.9894471,0.610192,0.79225355,-1.3319213,False,-1.3583791
-0.06565733,0.610192,0.79225355,-1.3319213,0.6393724,0.76889724,-0.74757975,False,-1.0137047
0.4218439,0.6393724,0.76889724,-0.74757975,0.643501,0.7654453,-0.10763025,False,-0.82539546
-0.8824498,0.643501,0.7654453,-0.10763025,0.6306257,0.7760871,0.33408624,False,-0.7618555
0.23389779,0.6306257,0.7760871,0.33408624,0.59301454,0.80519176,0.95123625,False,-0.8005373
0.16985148,0.59301454,0.80519176,0.95123625,0.52759504,0.849496,1.5806079,False,-0.9666083
-0.50571215,0.52759504,0.849496,1.5806079,0.43377048,0.9010234,2.1418731,False,-1.2803721
0.97152853,0.43377048,0.9010234,2.1418731,0.2960023,0.9551872,2.9633698,False,-1.718866
-0.6946615,0.2960023,0.9551872,2.9633698,0.12142614,0.99260044,3.575561,False,-2.4922793
-0.76928896,0.12142614,0.99260044,3.575561,-0.0883888,0.99608606,4.204618,False,-3.37886
-0.86287266,-0.0883888,0.99608606,4.204618,-0.3236807,0.9461664,4.822252,False,-4.5219054
-0.18770206,-0.3236807,0.9461664,4.822252,-0.5686001,0.82261413,5.503721,False,-5.9370193
-0.047896184,-0.5686001,0.82261413,5.503721,-0.78979695,0.6133684,6.1134973,False,-7.7623296
-1.5294787,-0.78979695,0.6133684,6.1134973,-0.94171184,0.33642054,6.344102,False,-9.896546
-0.7942107,-0.94171184,0.33642054,6.344102,-0.99981475,0.019247862,6.477286,False,-11.856879
-0.38127488,-0.99981475,0.019247862,6.477286,-0.9546014,-0.29788616,6.4345307,False,-13.944699
0.13343823,-0.9546014,-0.29788616,6.4345307,-0.81733036,-0.5761694,6.231132,False,-12.2009115
-0.9223353,-0.81733036,-0.5761694,6.231132,-0.623905,-0.7815002,5.6606545,False,-10.272103
0.055051662,-0.623905,-0.7815002,5.6606545,-0.40738618,-0.913256,5.082787,False,-8.242201
0.82522804,-0.40738618,-0.913256,5.082787,-0.19230326,-0.9813355,4.5216293,False,-6.5457916
1.2942439,-0.19230326,-0.9813355,4.5216293,0.005479503,-0.999985,3.9797642,False,-5.158961
0.20279874,0.005479503,-0.999985,3.9797642,0.16769323,-0.98583925,3.2601953,False,-4.03411
0.4179051,0.16769323,-0.98583925,3.2601953,0.29328808,-0.9560241,2.5835016,False,-3.029527
-1.1442748,0.29328808,-0.9560241,2.5835016,0.37315416,-0.92776936,1.6948423,False,-2.2896223
-0.73628515,0.37315416,-0.92776936,1.6948423,0.41399187,-0.9102806,0.8885726,False,-1.7000618
0.65619093,0.41399187,-0.9102806,0.8885726,0.42779294,-0.9038768,0.3042907,False,-1.3880342
2.3830328,0.42779294,-0.9038768,0.3042907,0.42446303,-0.9054453,-0.07361686,False,-1.2873285
-1.199345,0.42446303,-0.9054453,-0.07361686,0.3817959,-0.92424667,-0.9326026,False,-1.2843722
-2.096214,0.3817959,-0.92424667,-0.9326026,0.29116964,-0.9566714,-1.9257877,False,-1.4811518
-2.2431858,0.29116964,-0.9566714,-1.9257877,0.14774181,-0.98902595,-2.9432912,False,-2.0013762
2.5197363,0.14774181,-0.98902595,-2.9432912,-0.020966824,-0.9997802,-3.3850605,False,-2.8938358
0.4781453,-0.020966824,-0.9997802,-3.3850605,-0.22225538,-0.97498846,-4.063174,False,-3.679807
-0.42215896,-0.22225538,-0.97498846,-4.063174,-0.45022205,-0.8929166,-4.857739,False,-4.8728666
-0.5861266,-0.45022205,-0.8929166,-4.857739,-0.68001366,-0.7331995,-5.6153455,False,-6.5127773
-2.1828508,-0.68001366,-0.7331995,-5.6153455,-0.877701,-0.47920868,-6.4652452,False,-8.533011
0.15067919,-0.877701,-0.47920868,-6.4652452,-0.98728293,-0.15897314,-6.8020496,False,-11.15928
0.22579512,-0.98728293,-0.15897314,-6.8020496,-0.9829877,0.18367143,-6.88741,False,-13.518818
1.6359695,-0.9829877,0.18367143,-6.88741,-0.8727772,0.48811883,-6.504261,False,-13.489414
-0.14552952,-0.8727772,0.48811883,-6.504261,-0.6837309,0.72973424,-6.1600013,False,-11.156195
2.490536,-0.6837309,0.72973424,-6.1600013,-0.46817818,0.8836341,-5.3127007,False,-9.197955
-0.27195558,-0.46817818,0.8836341,-5.3127007,-0.25000882,0.96824354,-4.6907687,False,-7.058018
1.1323937,-0.25000882,0.96824354,-4.6907687,-0.062911406,0.9980191,-3.794727,False,-5.526713
0.3927695,-0.062911406,0.9980191,-3.794727,0.08630447,0.9962688,-2.9872973,False,-4.1092863
1.7055895,0.08630447,0.9962688,-2.9872973,0.18456045,0.98282117,-1.9842572,False,-3.0987017
-0.030881172,0.18456045,0.98282117,-1.9842572,0.24567242,0.9693529,-1.2517736,False,-2.3124304
-0.58093077,0.24567242,0.9693529,-1.2517736,0.27521,0.9613841,-0.6118985,False,-1.9062581
-0.20641069,0.27521,0.9613841,-0.6118985,0.27144974,0.9624526,0.07817805,False,-1.706719
